# time, x_measured, y_measured, x_predicted, y_predicted, x_kalman, y_kalman
0.000000000000000000e+00,1.100000000000000000e+02,5.830000000000000000e+02,1.100000000000000000e+02,5.830000000000000000e+02,1.100000000000000000e+02,5.830000000000000000e+02
3.333333333333333287e-02,1.100000000000000000e+02,5.760000000000000000e+02,1.100000000000000000e+02,5.830000000000000000e+02,1.100000000000000000e+02,5.794980560417266133e+02
6.666666666666666574e-02,1.100000000000000000e+02,5.700000000000000000e+02,1.100000000000000000e+02,5.794941657499565508e+02,1.100000000000000000e+02,5.763189005383171661e+02
1.000000000000000056e-01,1.100000000000000000e+02,5.630000000000000000e+02,1.100000000000000000e+02,5.763044441031862561e+02,1.100000000000000000e+02,5.729451170169917305e+02
1.333333333333333315e-01,1.100000000000000000e+02,5.570000000000000000e+02,1.100000000000000000e+02,5.729084119986791848e+02,1.100000000000000000e+02,5.696562486483574048e+02
1.666666666666666574e-01,1.100000000000000000e+02,5.510000000000000000e+02,1.100000000000000000e+02,5.695840010076046838e+02,1.100000000000000000e+02,5.663584408685253493e+02
2.000000000000000111e-01,1.100000000000000000e+02,5.440000000000000000e+02,1.100000000000000000e+02,5.662342035890289935e+02,1.100000000000000000e+02,5.628381262637567488e+02
2.333333333333333370e-01,1.100000000000000000e+02,5.380000000000000000e+02,1.100000000000000000e+02,5.626391895775072953e+02,1.100000000000000000e+02,5.592303260719180571e+02
2.666666666666666630e-01,1.100000000000000000e+02,5.320000000000000000e+02,1.100000000000000000e+02,5.589347992519660693e+02,1.100000000000000000e+02,5.554771939090969681e+02
2.999999999999999889e-01,1.100000000000000000e+02,5.260000000000000000e+02,1.100000000000000000e+02,5.550611437732064815e+02,1.100000000000000000e+02,5.515287697789217418e+02
3.333333333333333148e-01,1.100000000000000000e+02,5.200000000000000000e+02,1.100000000000000000e+02,5.509668471482749510e+02,1.100000000000000000e+02,5.473416204577655435e+02
3.666666666666666408e-01,1.100000000000000000e+02,5.160000000000000000e+02,1.100000000000000000e+02,5.466077943411187334e+02,1.100000000000000000e+02,5.431079885728606769e+02
4.000000000000000222e-01,1.100000000000000000e+02,5.120000000000000000e+02,1.100000000000000000e+02,5.421881680757478534e+02,1.100000000000000000e+02,5.387785555730839633e+02
4.333333333333333481e-01,1.100000000000000000e+02,5.070000000000000000e+02,1.100000000000000000e+02,5.376599583331845906e+02,1.100000000000000000e+02,5.342094998099379382e+02
4.666666666666666741e-01,1.100000000000000000e+02,5.020000000000000000e+02,1.100000000000000000e+02,5.328743511726148654e+02,1.100000000000000000e+02,5.293898331059436941e+02
5.000000000000000000e-01,1.100000000000000000e+02,4.970000000000000000e+02,1.100000000000000000e+02,5.278225034487057883e+02,1.100000000000000000e+02,5.243180795969977908e+02
5.333333333333333259e-01,1.100000000000000000e+02,4.920000000000000000e+02,1.100000000000000000e+02,5.225054982587316772e+02,1.100000000000000000e+02,5.190011898326114306e+02
5.666666666666666519e-01,1.100000000000000000e+02,4.860000000000000000e+02,1.100000000000000000e+02,5.169331147898217296e+02,1.100000000000000000e+02,5.133369066938493006e+02
5.999999999999999778e-01,1.100000000000000000e+02,4.800000000000000000e+02,1.100000000000000000e+02,5.109980232683161034e+02,1.100000000000000000e+02,5.073483454776729218e+02
6.333333333333333037e-01,1.100000000000000000e+02,4.740000000000000000e+02,1.100000000000000000e+02,5.047266990231319141e+02,1.100000000000000000e+02,5.010628805405056596e+02
6.666666666666666297e-01,1.100000000000000000e+02,4.680000000000000000e+02,1.100000000000000000e+02,4.981498658520311551e+02,1.100000000000000000e+02,4.945107894855053701e+02
6.999999999999999556e-01,1.100000000000000000e+02,4.610000000000000000e+02,1.100000000000000000e+02,4.913010156543056155e+02,1.100000000000000000e+02,4.876017913183449650e+02
7.333333333333332815e-01,1.100000000000000000e+02,4.540000000000000000e+02,1.100000000000000000e+02,4.840841009342755683e+02,1.100000000000000000e+02,4.803727829776260023e+02
7.666666666666666075e-01,1.100000000000000000e+02,4.460000000000000000e+02,1.100000000000000000e+02,4.765394425422070981e+02,1.100000000000000000e+02,4.727361941227306374e+02
8.000000000000000444e-01,1.100000000000000000e+02,4.380000000000000000e+02,1.100000000000000000e+02,4.685736441670912313e+02,1.100000000000000000e+02,4.647337890584420848e+02
8.333333333333333703e-01,1.100000000000000000e+02,4.320000000000000000e+02,1.100000000000000000e+02,4.602321345844791267e+02,1.100000000000000000e+02,4.566595297481047169e+02
8.666666666666666963e-01,1.100000000000000000e+02,4.270000000000000000e+02,1.100000000000000000e+02,4.518305665736214678e+02,1.100000000000000000e+02,4.486672550111541113e+02
9.000000000000000222e-01,1.100000000000000000e+02,4.220000000000000000e+02,1.100000000000000000e+02,4.435333692736526245e+02,1.100000000000000000e+02,4.407736237471020218e+02
9.333333333333333481e-01,1.100000000000000000e+02,4.160000000000000000e+02,1.100000000000000000e+02,4.353574115247385521e+02,1.100000000000000000e+02,4.328631475613285602e+02
9.666666666666666741e-01,1.100000000000000000e+02,4.110000000000000000e+02,1.100000000000000000e+02,4.271778347620464160e+02,1.100000000000000000e+02,4.250830626412127913e+02
1.000000000000000000e+00,1.100000000000000000e+02,4.060000000000000000e+02,1.100000000000000000e+02,4.191520591923463144e+02,1.100000000000000000e+02,4.174414250400525930e+02
1.033333333333333215e+00,1.100000000000000000e+02,4.000000000000000000e+02,1.100000000000000000e+02,4.112878313221218605e+02,1.100000000000000000e+02,4.098135395039050195e+02
1.066666666666666652e+00,1.100000000000000000e+02,3.950000000000000000e+02,1.100000000000000000e+02,4.034504806116777331e+02,1.100000000000000000e+02,4.023424370363882758e+02
1.100000000000000089e+00,1.100000000000000000e+02,3.900000000000000000e+02,1.100000000000000000e+02,3.957931075395876519e+02,1.100000000000000000e+02,3.950306668066280622e+02
1.133333333333333304e+00,1.100000000000000000e+02,3.850000000000000000e+02,1.100000000000000000e+02,3.883176735132513500e+02,1.100000000000000000e+02,3.878794648691063003e+02
1.166666666666666741e+00,1.100000000000000000e+02,3.800000000000000000e+02,1.100000000000000000e+02,3.810247633202877182e+02,1.100000000000000000e+02,3.808889418295930227e+02
